year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2001,lv,Latvia,Arnis Mednis,Too Much,,9,,18,,,,,,,,Arnis Mednis,Arnis Mednis;Gustavs Terzens,"The day before marriage, I was out so long in the night\nMy lovely fiancée no more is feelin' my sight\nWhy do I feel this way? - Dunno, last night was great\nBut something's screwin' me up, I swear to God I will stop\n\nToo much, too much, too much, I say\nMy life - it looks like a cabaret\nToo much, too much, too much, enough\nI swear I'll never use that stuff\n\nOo... baby, take me back (Okay)\nOh.... give me one more smile (All right)\nYou're mine and only one (We'll see)\nWhy, darling, you don't come?\n\nThe day after marriage, I went in the streets with my bride\nShe wanted coffee - oh no, I'm voting for beer\nYou see how good is she - my caring, lovely fiancée\nWe walked into the bar through light\nOh God - there's girls from last night\n\nToo much, too much, too much, I say\nMy life - it looks like a cabaret\nToo much, too much, too much, enough\nI swear I'll never use that stuff\n\nOo... baby, take me back (Okay)\nOh.... give me one more smile (All right)\nYou're mine and only one (We'll see)\nWhy, darling, you don't come? (Too much)\n\nOo... baby, take me back (Okay)\nOh.... give me one more smile (All right)\nYou're mine and only one (We'll see)\nWhy, darling, you don't come? (Too much)",https://youtube.com/watch?v=uN0WwwEL81I
2001,pl,Poland,Piasek,2 Long,,18,,20,,,,,,,,Robert Chojnacki,Andrzej Piaseczny,"(How long will I wait for you?)\n(How long will you wait for me?)\n\nIf you don't get too close, you won't see the joke\nMaybe everything looks so cool, maybe I'm just foolin'\nWhen I'm almost out the door, you're still smilin' so\nHey, I am thinking just the same, better if you think again\n\nI've been a faker, yeah, someone who didn't care\nAnd I would never want to be with someone like me\nBut maybe one more night could make us feel all right\nWhat difference does it make? Tell me\n\n(How long will I wait for you?) Too long for you\n(How long will you wait for me?) Oh... too long for me\n(How long is too long, yeah?) Too long, yeah\nWe've been wastin' so much time\nLife's too short – it would be a crime\n\nSo who's behind the mask? Oh... you don't have to ask\nI'll tell you all there is about me, my cards are on the table\nAnd I have really learnt to hide these feelings deep inside\nI know the honesty within is nothing when you're cryin'\n\nI've been a faker, yeah, someone who didn't care\nAnd I would never want to be with someone like me\n(Be with someone like me)\nBut maybe one more night could make us feel all right\nWhat difference does it make? Tell me\n\n(How long will I wait for you?) Too long for you\n(How long will you wait for me?) Oh... too long for me\n(How long is too long, yeah?) Too long, yeah\nWe've been wastin' so much time\nLife's too short – it would be a crime\n\n(How long will I wait for you?)\n(How long will you wait for me?)\n\n(How long will I wait for you?) Too long for you\n(How long will you wait for me?) Oh yeah, too long for me\n(How long is too long, yeah?) Too long, yeah\nWe've been wastin' so much time\nLife's too short, it would be a crime",https://youtube.com/watch?v=zGuVO2W44yo
2001,ie,Ireland,Gary O'Shaughnessy,Without Your Love,,12,,21,,,,,,,,Pat Sheridan,Pat Sheridan,"I don't want to live my life without you\nI don't ever want to say goodbye\n'Cause you're the only one that I am here for\nNever want to see you cry\n\nBut I can't go on (Can't go on)\nOh no\nNo, I can't go on (I can't go on)\nOh no\n\nWithout your love, without your heart\nI'd be lost here, in the dark\nI just don't know\nWhere would I be without your love?\nYou're the light in the dark\n\nI want to wake up with you beside me\nI will never let this feeling die\nI just want to be here in the morning\nTo see the sunlight in your eyes\n\nBut I can't go on (Can't go on)\nOh no\nNo, I can't go on (I can't go on)\nOh no\n\nWithout your love, without your heart\nI'd be lost here, in the dark\nI just don't know\nWhere would I be without your love?\n\nWithout your love, without your heart\nI'd be lost here, in the dark\nI just don't know\nWhere would I be without your love?\nYou're the light in the dark",https://youtube.com/watch?v=1SLEkOX9ZLY
2001,is,Iceland,TwoTricky,Angel,,2,,22,,,,,,,,Einar Bárðarson;Magnús Þór Sigmundsson,Einar Bárðarson,"(Ooh ooh... nananana...)\nCame flyin' into my life like a shooting star, so open hearted\nThen I was just a joker, but you – the Queen of Hearts, and so we parted\nBut now I feel you closin' in\nYou pick me up and take me there, oh...\n\nAngel – show me a sign\nCome shoot me with your arrow right through this heart of mine\nAngel – show me the way\nI'll walk the straight and narrow, so hit me when I say:\nOh Angel – fly me away, yeah\n\n(Ooh ooh... nananana...)\n\nIf love can be forever, minute or a day, it's no illusion\nI know I'm gonna find you somwhere in the clouds of my confusion\nBut now I see you closin' in\nYou pick me up and take me there, oh...\n\nAngel – show me a sign\nCome shoot me with your arrow right through this heart of mine\nAngel – show me the way\nI'll walk the straight and narrow, so hit me when I say:\nOh Angel – fly me away, yeah\n\n(Ooh ooh... nananana...)\n\nBut now I see you closin' in\nYou pick me up and take me there, oh...\n\nAngel – show me a sign\nCome shoot me with your arrow right through this heart of mine\nAngel – show me the way\nI'll walk the straight and narrow, so hit me when I say:\nAngel (Oh... show my the way)\n\nOh Angel – show me the way\nI'll walk the straight and narrow, so hit me when I say:\nOh Angel – fly me away, oh...",https://youtube.com/watch?v=WR7sPqk7a9E
2001,no,Norway,Haldor Lægreid,On My Own,,4,,22,,,,,,,,Ole Henrik Antonsen;Tom-Steinar Hanssen,Ole Henrik Antonsen;Ole Jørgen Olsen;Tom-Steinar Hanssen,"In tender years, the path seemed longer then it ever really was\nHow could I know?\nI realised, as time went by, I had to try, the world outside was mine\nYou let me go\n\nSo I left and tried to find my way to paradise\nThe winding road that lead me there was life\n\nI'm on my own again\nLeft all alone, where I belong\nI'm on my own again\nLeft all alone\n\nAnd now I've seen it all, I wouldn't change a day – when curtains fall\nI do my show\n\nSo at last I know I've found my one true paradise\nThe winding road that lead me there was life\n\nI'm on my own again\nLeft all alone, where I belong\nI'm on my own again\nI'm on my own, on my own\n\n(I'm on my own again)\n(Left all alone, where I belong)\n(I'm on my own again) On my own\n(Left all alone) On my own, on my own again",https://youtube.com/watch?v=l7Pqlo0TsHw
2002,lv,Latvia,Marie N,I Wanna,,23,,1,,,,,,,,Marija Naumova,Marats Samauskis;Marija Naumova,"I'd like to go away, but it's easier to say\nThat you know all the tricks that make... that make me stay\nI'm ready to support this artful game you always play\n'Cause you don't know the fee that you will later, later pay\n\nToday you think you are the winner, today you think you are the king\nYou make me sweat in my emotions under your fly-away, fly-away wing\n\nI wanna be the sunshine in your arms, I wanna be the light from shooting stars\nI wanna be the queen in your sweet lies, I wanna be the love-spark in your eyes\nI wanna be the sunshine in your arms, I wanna be the light from shooting stars\nI wanna be the queen in your sweet lies, I wanna be the love-spark in your eyes\n\nAy ay ay ay ay ay...\n\nI like a simple game, but it's just easier to say\nThat you own all that rules your crazy, crazy way\nAnd even though you'll go on doing whatever... whatever you may\nJust remember - it's me who find you when... when you was stray\n\nToday you think you are the winner, today you think you are the king\nYou make me sweat in my emotions under your fly-away, fly-away wing\n\nI wanna be the sunshine in your arms, I wanna be the light from shooting stars\nI wanna be the queen in your sweet lies, I wanna be the love-spark in your eyes\nI wanna be the sunshine in your arms, I wanna be the light from shooting stars\nI wanna be the queen in your sweet lies, I wanna be the love-spark in your eyes\n\nI wanna be the sunshine in your arms, I wanna be the light from shooting stars\nI wanna be the queen in your sweet lies, I wanna be the love-spark in your eyes\nI wanna be the sunshine in your arms, I wanna be the light from shooting stars\nI wanna be the queen in your sweet lies, I wanna be the love-spark in your eyes\n\nAy ay ay ay ay ay...",https://youtube.com/watch?v=_cCUrEIpSJQ
2002,mt,Malta,Ira Losco,7th Wonder,,20,,2,,,,,,,,Philip Vella,Gerard James Borg,"Seven degrees\nI'm down on my knees\nWaiting for the man to put me under his spell\n\nSeven o' five\nHe walks into sight\nGivin' me the eye, he lifts my spirits high\n\nHis passion burns and my luck takes a turn\nI'm reborn and alive with his love to survive\n\nIs it good? Is it bad?\nAm I simply going mad?\nIs it fiction or fact?\nAm I really losing tact?\nIs he magical, logical, natural? I wonder\nHe's got the makings of my seventh wonder\nOoh hoo... hoo... hoo...\n\nSeventy three kisses for me\nThat whisper through the silence his feelings for me\nSoftly he dips my cherry-red lips\nIn the essence of a hope on which my love can float\n\nHis passion burns and my luck takes a turn\nI'm reborn and alive with his love to survive\n\nIs it good? Is it bad?\nAm I simply going mad?\nIs it fiction or fact?\nAm I really losing tact?\nIs he magical, logical, natural? I wonder\nHe's got the makings of my seventh wonder\n\nOn seven seas we sail on this dream\nTurning it into virtual reality\nReality\n\nIs it good? Is it bad?\nAm I simply going mad?\nIs it fiction or fact?\nAm I really losing tact?\n(Is he magical?) Magical\n(Logical, natural? I wonder)\nHe's got the makings of my seventh wonder\n\nAm I weak? Am I strong?\nIn his arms do I belong?\nI could climb mountain high\nFor his love I'd learn to fly\nIs he magical, logical, natural? I wonder\nHe's got the makings of my seventh wonder\n(Is he fiction or a matter of fact?)\nSeventh wonder\n(Is he fiction or a matter of fact?)\nSeventh wonder",https://youtube.com/watch?v=0b3ywwJMZLQ
2002,gb,United KingdomUK,Jessica Garlick,Come Back,,2,,3,,,,,,,,Martyn Baylay,Martyn Baylay,"We both made the same mistakes\nAnd believe me, I know it\nI've come to depend on you\nIn my eyes, can you see\nThat someone's still hurting me?\nWhat can I say\nThat will make up for letting you down?\nI just want you to know\n\nSo come back (Come back)\nIf you love me\nHow will I survive without you\n(Without you)\n\nBaby, come back (Come back)\nIf you need me\nMaybe I was wrong\nAnd I tried to pretend, but\nAlways in my heart\nI know that I want you\nCome back...\n\nTomorrow's another day, still I\nCan't believe that I told you\nAnd that was my big mistake\nEvery hour, every day\nWhat can I do to make it through?\nOh, the days seem so long\nI miss you so bad\nAnd it's breaking my heart\n\nSo come back (Come back)\nIf you love me\n(How will I survive)\nHow will I survive without you?\n(Without you?)\nBaby, come back (Come back)\nIf you need me\n(How will I survive)\nHow will I survive without you?\n(Without you, without you?)\nBaby, come back (Come back)\nIf you need me\n\nMaybe I was wrong\nAnd I tried to pretend, but\nAlways in my heart\nI know that I want you\nCome back (Come back)\nBefore you break my heart\n\nOh, come back...",https://youtube.com/watch?v=2NSR5rSk0Cs
2002,ee,Estonia,Sahléne,Runaway,,8,,3,,,,,,,,Alar Kotkas;Ilmar Laisaar;Pearu Paulus,Jana Hallas,"Did somebody dare to tell you what's right\nWhich colours to wear, to laugh or cry?\nYou wanna be fair, and maybe you're right\nLet's burn our fingers, stop the fight\nAlways drivin' through red lights, babe\nEverybody stops but me\n\nJust run away to the stars\nJust run away till you're high enough\nI will be waitin' above\nI'll make it happen, I try so hard\n\nHow lucky you are, your statement is fine\nBecause what you think is what you find\n(What you think is what you find)\nAlways drivin' through red lights, babe\nEverybody stops but me\n\nJust run away to the stars\nJust run away till you're high enough\nI will be waitin' above\nI'll make it happen, I try so hard\n\nJust run away to the stars\nJust run away till you're high enough\nI will be waitin' above\nI'll make it happen, I try so hard\n\nDid somebody say it's gonna be easy\n'Til you get to where you do belong?\nYour newly opened mind explains the reasons\nWhy you have to carry on\n\nJust run away to the...\nJust run away to the stars\nJust run away till you're high enough\nI will be waitin' above\nI'll make it happen, I try so hard\n\nJust run away to the stars\nJust run away till you're high enough\nI will be waitin' above\nI'll make it happen, I try so hard\n\nOh yeah yeah...\nJust run away to the stars",https://youtube.com/watch?v=tky7vWXSZrs
2002,fr,France,Sandrine François,Il Faut Du Temps,,17,,5,,,,,,,,Marie-Florence Gros;Patrick Bruel,Patrick Bruel;Rick Allison,"Il faut du temps pour apprendre à sourire\nPour apprendre à grandir au milieu d'un combat\nIl faut du temps pour pendre haut et court\nLes idéaux trop courts, mais on n'en est pas là\n\nJe me suis battue pour ça, j'ai serré dans ma voix\nTous ces mots qui font peur quand on n'les entend pas\nJe me suis battue pour ça, j'ai serré dans mes bras\nToutes ces femmes qui pleurent et que l'on ne voit pas\n\nIl faut du temps, on nous dit ça, on dit\nOn parle et on écrit, et la guerre se vend\nIl faut du temps, non, il faut vouloir fort\nMonsieur Gandhi est mort, est-il mort pour longtemps?\n\nJe me battrais pour ça, ici et maintenant\nMoi, je n'ai plus le temps, j'ai qu'une vie devant moi\nJe me battrai pour ça, je me battrai comment\nLa paix n'est qu'une enfant qui ne marche pas droit\n\nJe n'suis qu'un p'tit soldat sans arme que ma voix\nMais je crierai pour toi, ma colombe pour toi\nJe n'suis qu'un p'tit soldat, maintenant et là-bas\nMais des milliers de voix le crieront avec moi\n\nJe me battrai pour ça, ici et maintenant\nJ'entends monter le vent, mais qui se lèvera?\nJe me battrai pour ça, je me battrai comment\nOn dit qu'il faut du temps, mais des milliers de voix\nLe crieront avec moi",https://youtube.com/watch?v=m_Abg3Tv8so
2002,cy,Cyprus,One,Gimme,,1,,6,,,,,,,,Giorgos Theophanous,Giorgos Theophanous,"Say yeah, gimme your lovin'\n(Gimme, gimme, gimme, gimme)\n(Gimme, gimme, gimme your lovin')\n\nThought that it would be so easy\nThought that I could be alone\nBut when I'm close to you, I lose my mind\nI lose control\n(Gimme your lovin')\n\nI want you so, I won't let go\nPlease give me now a sign to move on\nOh...\n\nGimme, gimme, gimme your lovin'\nFar away from you seems like dyin'\nDon't you leave me standing in the dark\nOh... gimme, gimme, gimme your lovin'\nGimme, gimme a chance to make you my girl\nLet me be the one to win your heart\nGimme your lovin'\n\nThought that everything would be okay\nI could live just on my own\n(Gimme your lovin')\n\nBut I want you so, I won't let go\nPlease give me now a sign to move on\nOh...\n\nGimme, gimme, gimme your lovin'\nFar away from you seems like dyin'\nDon't you leave me standing in the dark\nOh... gimme, gimme, gimme your lovin'\nGimme, gimme a chance to make you my girl\nLet me be the one to win your heart\nGimme your lovin'\n\n(Gimme, gimme), gimme, gimme\nGimme, gimme, (gimme, gimme, gimme, gimme)\nGimme you lovin'\n\n(Nananana... nanananana...) Na...\n(Nananana... nanananana...)\nNananana... nanananana...\n\n(Oh...) Gimme, gimme, gimme your lovin'\nFar away from you seems like dyin'\n(Don't you leave me standing in the dark)\nDon't you leave me standing in the dark\n\n(Oh... gimme, gimme, gimme your lovin') Gimme your lovin'\n(Gimme, gimme a chance to make you my girl) My girl\nLet me be the one to win your heart\nGimme your lovin'\n\nGimme, gimme",https://youtube.com/watch?v=TLKfSIKDGMI
2002,es,Spain,Rosa,Europe's Living A Celebration,,5,,7,,,,,,,,Toni Ten,Xasqui Ten,"(Celebration, celebration)\n\n(Celebration, celebration)\n(Celebration, celebration)\n(Celebration, celebration)\n(Celebration, celebration)\n\nEstoy feliz de encontrarme hoy aquí\nY no me preguntes más porqué\nYa corre en mis venas la emoción\nY nace en mí una ilusión\n\nSiento algo nuevo en mi interior\nQue me llega a ti\nUn camino por hacer (camino por hacer)\nSin nada que esconder\n\nEurope's living a celebration\nTodos juntos, vamos a cantar\nEurope's living a celebration\nNuestro sueño - una realidad\n\nNo se oirán jamás las voces que no\nNos dejen dar el paso final\nSi existe en nosotros la pasión\nY brilla una luz en tu interior\n\nAhora el tiempo nos cambió\nY será para siempre\nNo dudes por favor\nLo dice el corazón\n\nEurope's living a celebration\nTodos juntos, vamos a cantar\nEurope's living a celebration\nNuestro sueño - una realidad\n\nNo nos dejes amor\n(No lo hagas, por favor)\nNo digas adiós\n(Nunca jamás)\nY crece, va creciendo\nLa fuerza y la ilusión\n\nOh\n(Celebration, celebration)\nOh hoh yeah hey, yeah hey\n(Celebration, celebration)\nOoh\n(Celebration, celebration)\n(Celebration, celebration)\n\nEurope's living a celebration\nTodos juntos, vamos a cantar\nEurope's living a celebration\nNuestro sueño - una realidad\n\nEurope's living a celebration\nNuevos tiempos - la necesidad\nEurope's living a celebration\nEs tu fiesta y no hay vuelta atrás\n\nCelebration, celebration",https://youtube.com/watch?v=1xX3dNwHl50
2002,se,Sweden,Afro-dite,Never Let It Go,,12,,8,,,,,,,,Marcos Ubeda,Marcos Ubeda,"(Don't ever stop)\nAll right, girls\n(Are you shakin'?)\nHere we go\n\nSurrounded by sharp lookin' eyes, dancin' in a fever\nForgettin' all the words of advise, movin' in and closer\nWhat a life we have, what a life we live\nAnd it's smiling right at us\nWhat a life we share, gonna get it there\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\nSurrender to the beat, up and down in the heat\nWe'll be shakin', shakin'\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\nAnd when the night is over, I'll take you in my arms now\n\nBlinded by the scent of your love, sailing on this feeling\nAnd my mind is high up above, I don't know if I'm dreaming\nWhat a life we have, what a life we live\nAnd it's smiling right at us\nWhat a life we share, gonna get it there\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\nSurrender to the beat, up and down in the heat\nWe'll be shakin', shakin'\n(We'll be shakin')\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\n(We will reach the top)\nSurrender to the beat, up and down in the heat\nWe'll be shakin', shakin'\n\nWhat a life we have, what a life we live\nWhat a life we share, gonna get it there\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\nSurrender to the beat, up and down in the heat\nWe'll be shakin', shakin'\n(Shakin', shakin', shakin', shakin')\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\nAnd when the night is over, I'll take you in my arms now\n\nSo never let it go, never stop till you know\nWe'll be reachin' for the top tonight\nSurrender to the beat, up and down in the heat\nWe'll be shakin', shakin'\n(Shakin', shakin', shakin', shakin')\n\nSo never let it go, never stop",https://youtube.com/watch?v=bbWBSpf-7Eo
2002,ro,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,,21,,9,,,,,,,,Ionel Tudor,Mirela Voiculescu Fugaru,"We are behaving like two strangers in the gloomy night\nWe have lost so many feelings in this endless fight\nIf you want to go away, now I must obey\nBut for my part, you'll remain always in my heart\n\nTell me why we have to say goodbye\nWas our love only a foolish lie?\nTell me why your eyes are cold and dry\nNo more tears, no more fears\nNothing more to share together\n\nIf you want to go away, now I must obey\nBut for my part, you'll remain always in my heart\n\nTell me why we have to say goodbye\nWhy we broke our wings in flight\nTell me why couldn't we just try\nTo forgive and believe we can reach the sky\n\nTell me why we have to say goodbye\nWas our love only a foolish lie?\nTell me why your eyes are cold and dry\nNo more tears, no more fears\nNothing more to share together\n\nTell me why",https://youtube.com/watch?v=ULjcDtXGOKE
2002,ru,Russia,Prime minister,Northern Girl,,7,,10,,,,,,,,Kim Breitburg,Evgene Fridlyand;Irina Antonyan;Karen Kavaleryan,"In all my wanderings around the world\nI met so many kinds of pretty girls\nAll of them like precious stones sparkling on their own\nI found them fiery, tender, bright and sweet\nIn Rome and Paris, Lisbon and Madrid\nBut one girl remains for me still a real mystery\nI've been thinkin' about you\n\nNorthern girl, Lady Ice - how can I melt you, baby?\nNorthern girl, never cries - tough like a pearl\nNorthern girl, frosty eyes, I wanna melt you, baby\nNorthern girl\n\nWe drink the sunset like ruby wine\nBut still you keep your head and hold the line\nEven when you look aside, I admire your pride\nWe stand together closely, skin to skin\nYou look forbidding as the Snow Queen\nBut I hear your secret call 'cause your fortress has no walls\nI'm still thinkin' about you\n\nNorthern girl, Lady Ice - how can I melt you, baby?\nNorthern girl, never cries - tough like a pearl\nNorthern girl, frosty eyes, I wanna melt you, baby\nNorthern girl\n\nNorthern girl, Lady Ice - how can I melt you, baby?\nNorthern girl, never cries - tough like a pearl\nNorthern girl, frosty eyes, I wanna melt you, baby\nNorthern girl\n\nAnd when you ask me tonight why I search for love so, so far\nI will hold you and whisper:\nYou're my Northern Star, guiding star, baby\n\nNorthern girl, Lady Ice - how can I melt you, baby?\nNorthern girl, never cries - tough like a pearl\nNorthern girl, frosty eyes, I wanna melt you, baby\nNorthern girl\n\nNorthern girl, Lady Ice - how can I melt you, baby?\n(You're my northern girl)\nNorthern girl, never cries - tough like a pearl\n(You're my guiding star)\nNorthern girl, frosty eyes, I wanna melt you, baby\n(Northern girl)\nNorthern girl\n\nNorthern girl",https://youtube.com/watch?v=9ZcV4kqK-R0
2002,hr,Croatia,Vesna Pisarovic,Everything I Want,,6,,11,,,,,,,,Milana Vlaović,Milana Vlaović,"Since you came into my life, I've been touched by happiness\nI feel love is all around 'cause there is no more loneliness\nAnd there's one thing that is true\nYou should know how much I love you\n\nLove is everything I want, love is everything I need\nThinking of the day we met as sign of destiny\nLove is everything I want, I believe in you and me\nLet me show you what I feel because my love is real\n\nThe girl I was, I left behind, incomplete and insecure\nNow I got you on my mind and I feel like I've been cured\nAnd there's one thing that is true\nYou should know how much I love you\n\nLove is everything I want, love is everything I need\nThinking of the day we met as sign of destiny\nLove is everything I want, I believe in you and me\nLet me show you what I feel because my love is real\n\n(Ah... ah... ah...) Whoa...\n\n(Love is everything I want, love is everything I need)\n(Thinking of the day we met as sign of destiny)\nLove is everything I want, I believe in you and me\nLet me show you what I feel because my love is real\n\n(Love is everything I want, love is everything I need)\n(Thinking of the day we met as sign of destiny) Thinking of the day\n(Love is everything I want, I believe in you and me)\n(Let me show you what I feel) because my love is real\nBecause my love is real",https://youtube.com/watch?v=Ck7ql_nJ02g
2002,il,Israel,Sarit Hadad,Light A Candle,,10,,12,,,,,,,,Svika Pick,Yoav Ginai,"Lif'amim nidme she'en tikva\nVehakol nir'e kol kach afel velo yadu'a\nHaprachim od lo parchu bagan uvasade\nUva'erev rak maka haruach\nAz bo'u venadlik beyachad ner\nNer...\n\nLight a candle, light a candle with me\nA thousand candles in the dark will open our hearts\nLight a candle, light a candle with me\nA thousand candles in the dark will open our hearts\n\nLif'amim nir'e shehamachar\nLo yavi po nechama labechi velatsa'ar\nVehalaila ha'aroch nimshach bli havtacha\nVeha'afela chada kata'ar\nAz bo'u venadlik beyachad ner\nNer...\n\nLight a candle, light a candle with me\nA thousand candles in the dark will open our hearts\nLight a candle, light a candle with me\nA thousand candles in the dark will open our hearts\n\nLight all the candles\nLet's light the candles everywhere\nJust look at me and take my hand\nThe heat of love will glow again\n\nLight a candle, light a candle with me\nA thousand candles in the dark will open our hearts\nLight a candle, light a candle with me\nA thousand candles in the dark will open our hearts",https://youtube.com/watch?v=KCc9yH3dPXM
2002,ba,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,,15,,13,,,,,,,,Dragan Mijatović,Ružica Čavić,"Dobro jutro, srce mi se smiješi\nTebe neće, s tobom samo griješi\nRiječi utjehe meni nisu potrebne\nNe volim te više, samo dalje od mene, ne, ne\n(Yeah, yeah)\n\nJa imam ono što se zove srce\nZbog tebe ono traži svoje sunce\n\nNa jastuku za dvoje od iluzija\nMisli sve su dalje kilometrima\nPutuje ljubav nekom' drugom snove razbija\n\nNa jastuku za dvoje sama sad sam ja\nKoraci se nižu kilometrima\nPutuje ljubav nekom drugom snove razbija\nNe znam ko je on, al' čekaću ga ja\n\n(Wala pa pa pa pa... wala pa pa pa pa...)\n(Wala pa pa pa pa... wala parapa para pa...)\n\nWelcome, sister, the club is open, sign in\nTake these members, be prepared for crying\nI am sad no more, you took away my lonesome blues\nI was blind and stupid when I spent my dreams on him\n(Yeah, yeah)\n\nAnd if I ever, if I ever meet him (No, no)\nNo, I will never, I will never want him (Yeah, yeah)\n\nFairytales about love – this lady knows so well\nThere's no sound of music in the broken bell, yeah\nIf someone doesn't care about you, don't be sad and blue\n\nFairytales about love – this lady learnt so well\nThere's no sound of music in the broken bell, yeah\nIf someone doesn't care about you, just don't waste your time\nNever, never free – you'd better run away\n(Parapa para pa...)",https://youtube.com/watch?v=6bYQVFVQgZM
2002,be,Belgium,Sergio & the Ladies,Sister,,16,,13,,,,,,,,Marc Paelinck,Dirk Paelinck,"(Sister, sister, sister, sister)\n\nOnce upon a time, I was looking for a girl like you\nLike a thunder in the night, felt a fire burning so brand new\nShe was scared and so much younger\nAnd she never learnt of what to do\nThat's why I'm telling you\n\nSister – come and move your body\nSister – so come on and make my day\n'Cause I'm in love, and I can make you feel this way\nThat's what I wanna say\n\nOh yeah, that's what I wanna say, honey\nCome on\n\nWhen a boy becomes a man, guess you better know the chance you take\nDon't you play your game so fast 'cause a broken heart's the price to pay\nSo let me try and make it better\n'Cause there's so much more that we can do\nThat's why I'm telling you\n\nSister – come and move your body\nSister – so come on and make my day\n'Cause I'm in love, and I can make you feel this way\nOh baby\n\nSister – get it right the first time\nSister – don't you wait another day\n'Cause I'm in love, and I can make you feel this way\nThat's what I wanna say\n\n(Sister) Let's make it better\n(Make my day) I just can't wait\n(Sister) It's now or never\n(Make my day) Don't you walk away\n(Sister) Let's stick together\n(Make my day) Night and day\nBaby, won't you show me the way?\n\n(Sister) Oh yeah\n(Come and move your body) Oh...\n(Sister) So come on and make my day\n'Cause you're in love, and I can make you feel this way\n(Hey, hey) Come on, everybody\n\nSister – get it right the first time\nSister – don't you wait another day\nI'm in love, and I can make you feel this way\n\nOh baby, sister",https://youtube.com/watch?v=eOTyfceOwAw
2002,si,Slovenia,Sestre,Samo Ljubezen,,22,,13,,,,,,,,Robert Pešut,Barbara Pešut,"Srce veliko kakor svet\nNasmeh in iskrica v očeh\nIn beseda poznaš jo tudi ti\n\nV življenju mnogo je poti\nNe išči sreče kjer je ni\nLe poslušaj kar srce ti govori\n\nLahko ti podarim samo ljubezen\nEno in edino upanje\nPoglej me v oči in lahko si brez skrbi\nVem, da isto čutiš tudi ti\n\nKar želiš si to ni greh\nTo je ljubezen v očeh\n\nPoznaš me bolj kot se ti zdi\nČeprav zatiskaš si oči\nKo me gledaš, vidiš to kar si\n\nDolgo časa si iskal\nKar si mislil, da je prav\nA, a, a na koncu le eno boš izbral\n\nLahko ti podarim samo ljubezen\nEno in edino upanje\nPoglej me v oči in lahko si brez skrbi\nVem, da isto čutiš tudi ti\n\nWhoa... lahko ti podarim samo ljubezen\nEno in edino upanje\nPoglej me v oči in lahko si brez skrbi\n(Poglej me v oči in lahko brez skrbi)\nSaj jo v srcu čutiš tudi ti\nOh... saj jo v srcu čutiš tudi ti",https://youtube.com/watch?v=pr9Pr3GRBA4
2002,tr,Turkey,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,,19,,16,,,,,,,,Fani Hodara,Figen Çakmak;Sami Hodara,"Kal, henüz gitme yanımda kal bu gece\nDargınsın, biliyorum, sitemler kalsın mazide\nGözlerim arar seni hep özlemle\nMutsuzum, suskunum, durgunum\nYorgunum sensiz ben\n\nKal, henüz gitme yalnızlık var içimde\nKırgınsın, biliyorum leylaklar soldu kalbinde\nYürürüm sensiz bomboş o sahilde\nMutsuzum, suskunum, durgunum\nYorgunum sensiz ben\n\nAvuçlarında mutluluk\n(Na na na na na na na...)\nNeden bu yolculuk?\nDur gitme, bitsin özlemler\nYaşansın sevdalar, sevdalar\n\nStay, oh... stay, my love, I only ask one more night\nPlease don't go, I know you're hurt, lilacs have faded in your heart\nRemember those days of love, but now no more\nWhen you're gone, I'm so blue\nIt's so sad and lonely without you\n\nDon't ever let love pass you by\n(Na na na na na na na...)\nNot hard if you will try\nTake it now, hold it while you can\nYou'll be lost when love comes to an end\n\nAvuçlarında mutluluk\n(Na na na na na na na...)\nNeden bu yolculuk?\nDur gitme, bitsin özlemler\nYaşansın sevdalar, sevdalar",https://youtube.com/watch?v=vKcUd35CU3U
